Mon Jul  1 00:43:54 UTC 2024
         date  predic  actual  diff   acc
14 2024-05-09  100.14  100.48  0.33 -1.53
15 2024-05-10  100.09   99.28 -0.81 -2.34
16 2024-05-13  100.04  100.20  0.16 -2.18
17 2024-05-14  100.08  100.95  0.87 -1.31
18 2024-05-15  100.01  100.35  0.34 -0.97
19 2024-05-16  100.07   99.58 -0.48 -1.45
20 2024-05-17  100.07  100.42  0.35 -1.10
21 2024-05-20  100.01  101.38  1.37  0.27
22 2024-05-21  100.04   99.00 -1.04 -0.77
23 2024-05-22  100.00   99.98 -0.02 -0.79
24 2024-05-23   99.82   98.84 -0.98 -1.77
25 2024-05-24  100.03  100.85  0.82 -0.95
26 2024-05-28   99.96  100.27  0.31 -0.64
27 2024-05-29   99.92   97.93 -1.99 -2.63
28 2024-05-30   99.83  100.13  0.29 -2.34
29 2024-05-31  100.29  101.66  1.37 -0.97
30 2024-06-03   99.86   99.80 -0.06 -1.03
31 2024-06-04   99.96   99.73 -0.23 -1.26
32 2024-06-05  100.17  101.09  0.92 -0.34
33 2024-06-06  100.00   99.09 -0.91 -1.25
34 2024-06-07  100.09  100.07 -0.02 -1.27
35 2024-06-10  100.07  101.26  1.19 -0.08
36 2024-06-11   99.98   99.34 -0.64 -0.72
37 2024-06-12   99.98  100.91  0.94  0.22
38 2024-06-13  100.01   98.34 -1.67 -1.45
39 2024-06-14  100.04   99.63 -0.41 -1.86
40 2024-06-17  100.13   99.95 -0.18 -2.04
41 2024-06-18  100.05  100.52  0.47 -1.57
42 2024-06-20  100.22   99.95 -0.27 -1.84
43 2024-06-21  100.07   99.65 -0.42 -2.26
44 2024-06-24  100.10  100.75  0.65 -1.61
45 2024-06-25   99.92  101.58  1.66  0.05
46 2024-06-26  100.13  100.05 -0.08 -0.03
Mean Absolute Error: 0.74%
Epoch: 366, Final Loss: 0.000082
Norm: 93.10
===
         date  predic  actual  diff   acc
0  2024-04-17   99.99   97.77 -2.22 -2.22
1  2024-04-18  100.07   99.70 -0.37 -2.59
2  2024-04-19  100.10   98.80 -1.29 -3.88
3  2024-04-22  100.14  101.57  1.43 -2.45
4  2024-04-23  100.12  100.61  0.49 -1.96
5  2024-04-24  100.06   99.70 -0.36 -2.32
6  2024-04-25   99.95   99.67 -0.28 -2.60
7  2024-04-29  100.19  101.52  1.33 -1.27
8  2024-04-30   99.97   99.28 -0.69 -1.96
9  2024-05-01   99.80   99.92  0.12 -1.84
10 2024-05-06  100.29  102.21  1.92  0.08
11 2024-05-07  100.11   99.48 -0.63 -0.55
12 2024-05-08  100.16   98.96 -1.20 -1.75
13 2024-05-09  100.15  100.48  0.33 -1.42
14 2024-05-10  100.10   99.28 -0.82 -2.24
15 2024-05-13  100.05  100.20  0.15 -2.09
16 2024-05-14  100.09  100.95  0.86 -1.23
17 2024-05-15  100.03  100.35  0.32 -0.91
18 2024-05-16  100.08   99.58 -0.50 -1.41
19 2024-05-17  100.08  100.42  0.34 -1.07
20 2024-05-20  100.03  101.38  1.36  0.29
21 2024-05-21  100.05   99.00 -1.05 -0.76
22 2024-05-22  100.02   99.98 -0.04 -0.80
23 2024-05-23   99.86   98.84 -1.02 -1.82
24 2024-05-24  100.04  100.85  0.80 -1.02
25 2024-05-28   99.98  100.27  0.29 -0.73
26 2024-05-29   99.95   97.93 -2.02 -2.75
27 2024-05-30   99.87  100.13  0.26 -2.49
28 2024-05-31  100.27  101.66  1.38 -1.11
29 2024-06-03   99.89   99.80 -0.09 -1.20
30 2024-06-04   99.98   99.73 -0.25 -1.45
31 2024-06-05  100.17  101.09  0.92 -0.53
32 2024-06-06  100.02   99.09 -0.93 -1.46
33 2024-06-07  100.10  100.07 -0.03 -1.49
34 2024-06-10  100.08  101.26  1.18 -0.31
35 2024-06-11  100.00   99.34 -0.66 -0.97
36 2024-06-12  100.00  100.91  0.91 -0.06
37 2024-06-13  100.03   98.34 -1.69 -1.75
38 2024-06-14  100.06   99.63 -0.43 -2.18
39 2024-06-17  100.13   99.95 -0.18 -2.36
40 2024-06-18  100.07  100.52  0.46 -1.90
41 2024-06-20  100.22   99.95 -0.26 -2.16
42 2024-06-21  100.08   99.65 -0.43 -2.59
43 2024-06-24  100.11  100.75  0.64 -1.95
44 2024-06-25   99.95  101.58  1.64 -0.31
45 2024-06-26  100.13  100.05 -0.09 -0.40
46 2024-06-27  100.04  100.44  0.39 -0.01
Mean Absolute Error: 0.75%
Epoch: 347, Final Loss: 0.000083
Norm: 92.81
===
         date  predic  actual  diff   acc
0  2024-04-18  100.14   99.70 -0.45 -0.45
1  2024-04-19  100.17   98.80 -1.36 -1.81
2  2024-04-22  100.20  101.57  1.37 -0.44
3  2024-04-23  100.18  100.61  0.42 -0.02
4  2024-04-24  100.13   99.70 -0.43 -0.45
5  2024-04-25  100.04   99.67 -0.37 -0.82
6  2024-04-29  100.24  101.52  1.28  0.46
7  2024-04-30  100.06   99.28 -0.78 -0.32
8  2024-05-01   99.92   99.92  0.00 -0.32
9  2024-05-06  100.32  102.21  1.89  1.57
10 2024-05-07  100.17   99.48 -0.69  0.88
11 2024-05-08  100.21   98.96 -1.25 -0.37
12 2024-05-09  100.20  100.48  0.27 -0.10
13 2024-05-10  100.16   99.28 -0.88 -0.98
14 2024-05-13  100.13  100.20  0.07 -0.91
15 2024-05-14  100.16  100.95  0.79 -0.12
16 2024-05-15  100.11  100.35  0.24  0.12
17 2024-05-16  100.15   99.58 -0.57 -0.45
18 2024-05-17  100.15  100.42  0.27 -0.18
19 2024-05-20  100.11  101.38  1.28  1.10
20 2024-05-21  100.13   99.00 -1.12 -0.02
21 2024-05-22  100.10   99.98 -0.12 -0.14
22 2024-05-23   99.97   98.84 -1.13 -1.27
23 2024-05-24  100.12  100.85  0.73 -0.54
24 2024-05-28  100.07  100.27  0.20 -0.34
25 2024-05-29  100.04   97.93 -2.11 -2.45
26 2024-05-30   99.98  100.13  0.15 -2.30
27 2024-05-31  100.31  101.66  1.35 -0.95
28 2024-06-03  100.00   99.80 -0.19 -1.14
29 2024-06-04  100.07   99.73 -0.34 -1.48
30 2024-06-05  100.23  101.09  0.86 -0.62
31 2024-06-06  100.10   99.09 -1.01 -1.63
32 2024-06-07  100.17  100.07 -0.09 -1.72
33 2024-06-10  100.15  101.26  1.11 -0.61
34 2024-06-11  100.09   99.34 -0.75 -1.36
35 2024-06-12  100.08  100.91  0.83 -0.53
36 2024-06-13  100.11   98.34 -1.76 -2.29
37 2024-06-14  100.13   99.63 -0.50 -2.79
38 2024-06-17  100.19   99.95 -0.24 -3.03
39 2024-06-18  100.14  100.52  0.38 -2.65
40 2024-06-20  100.26   99.95 -0.31 -2.96
41 2024-06-21  100.15   99.65 -0.50 -3.46
42 2024-06-24  100.17  100.75  0.57 -2.89
43 2024-06-25  100.04  101.58  1.54 -1.35
44 2024-06-26  100.19  100.05 -0.14 -1.49
45 2024-06-27  100.12  100.44  0.32 -1.17
46 2024-06-28  100.11  101.27  1.16 -0.01
Mean Absolute Error: 0.73%
Epoch: 607, Final Loss: 0.000076
Norm: 68.59
===
Time: 5 min 45 sec.
